# example beatnote frequencies in MHz, once per day
# 202110_orbits_plus20deg_low/cfg_N1c_L1_iter100000_g.dat
-16.947 -22.864 -6.054 5.000 -5.868 -8.496 13.217 10.201 8.250
-17.029 -22.723 -6.046 5.000 -5.862 -8.351 13.362 10.370 8.166
-17.109 -22.578 -6.038 5.000 -5.855 -8.209 13.505 10.542 8.083
-17.189 -22.430 -6.030 5.000 -5.849 -8.070 13.644 10.717 8.001
-17.267 -22.280 -6.021 5.000 -5.842 -7.934 13.780 10.895 7.920
-17.344 -22.127 -6.013 5.000 -5.835 -7.802 13.913 11.075 7.841
-17.420 -21.972 -6.005 5.000 -5.829 -7.673 14.042 11.258 7.762
-17.495 -21.814 -5.997 5.000 -5.822 -7.549 14.167 11.443 7.685
-17.569 -21.654 -5.989 5.000 -5.816 -7.427 14.289 11.630 7.608
-17.641 -21.493 -5.981 5.000 -5.809 -7.310 14.406 11.819 7.533
-17.713 -21.330 -5.972 5.000 -5.802 -7.198 14.520 12.010 7.459
-17.783 -21.165 -5.964 5.000 -5.796 -7.089 14.629 12.202 7.387
-17.852 -20.998 -5.956 5.000 -5.789 -6.985 14.734 12.396 7.315
-17.920 -20.831 -5.948 5.000 -5.783 -6.885 14.834 12.591 7.245
-17.986 -20.663 -5.940 5.000 -5.776 -6.790 14.930 12.787 7.176
-18.052 -20.493 -5.932 5.000 -5.770 -6.700 15.021 12.983 7.108
-18.116 -20.324 -5.923 5.000 -5.763 -6.614 15.107 13.181 7.041
-18.179 -20.153 -5.915 5.000 -5.757 -6.534 15.188 13.378 6.976
-18.240 -19.983 -5.907 5.000 -5.750 -6.458 15.264 13.576 6.911
-18.301 -19.812 -5.899 5.000 -5.744 -6.388 15.335 13.774 6.848
-18.360 -19.642 -5.891 5.000 -5.737 -6.323 15.400 13.972 6.787
-18.418 -19.472 -5.883 5.000 -5.731 -6.263 15.461 14.170 6.726
-18.474 -19.302 -5.874 5.000 -5.724 -6.208 15.516 14.367 6.668
-18.529 -19.133 -5.866 5.000 -5.718 -6.159 15.566 14.564 6.610
-18.583 -18.964 -5.858 5.000 -5.711 -6.116 15.610 14.760 6.553
-18.635 -18.797 -5.850 5.000 -5.705 -6.078 15.649 14.954 6.498
-18.687 -18.631 -5.842 5.000 -5.698 -6.045 15.682 15.148 6.445
-18.736 -18.466 -5.833 5.000 -5.692 -6.019 15.709 15.340 6.392
-18.785 -18.302 -5.825 5.000 -5.685 -5.998 15.731 15.531 6.341
-18.832 -18.140 -5.817 5.000 -5.679 -5.982 15.747 15.721 6.292
-18.877 -17.980 -5.809 5.000 -5.673 -5.973 15.757 15.908 6.244
-18.922 -17.822 -5.799 5.000 -5.668 -5.968 15.761 16.093 6.198
-18.967 -17.663 -5.787 5.000 -5.667 -5.967 15.758 16.275 6.155
-19.011 -17.506 -5.772 5.000 -5.670 -5.970 15.746 16.452 6.115
-19.056 -17.350 -5.754 5.000 -5.676 -5.976 15.727 16.626 6.077
-19.100 -17.195 -5.733 5.000 -5.687 -5.987 15.701 16.796 6.043
-19.145 -17.041 -5.709 5.000 -5.701 -6.001 15.667 16.962 6.011
-19.189 -16.888 -5.683 5.000 -5.719 -6.019 15.625 17.124 5.983
-19.232 -16.733 -5.656 5.000 -5.741 -6.041 15.576 17.277 5.956
-19.272 -16.580 -5.630 5.000 -5.762 -6.068 15.522 17.427 5.930
-19.311 -16.430 -5.606 5.000 -5.783 -6.102 15.462 17.573 5.906
-19.347 -16.283 -5.582 5.000 -5.803 -6.141 15.398 17.715 5.882
-19.381 -16.139 -5.560 5.000 -5.822 -6.186 15.328 17.853 5.860
-19.413 -15.997 -5.539 5.000 -5.840 -6.237 15.254 17.988 5.839
-19.442 -15.859 -5.519 5.000 -5.857 -6.294 15.174 18.118 5.819
-19.469 -15.724 -5.500 5.000 -5.874 -6.356 15.091 18.245 5.800
-19.494 -15.593 -5.482 5.000 -5.889 -6.424 15.002 18.367 5.782
-19.516 -15.465 -5.465 5.000 -5.904 -6.497 14.909 18.485 5.765
-19.536 -15.340 -5.450 5.000 -5.918 -6.575 14.812 18.598 5.750
-19.554 -15.219 -5.436 5.000 -5.930 -6.659 14.710 18.707 5.736
-19.569 -15.101 -5.423 5.000 -5.942 -6.747 14.604 18.812 5.723
-19.581 -14.987 -5.411 5.000 -5.953 -6.841 14.495 18.912 5.711
-19.591 -14.877 -5.401 5.000 -5.963 -6.939 14.381 19.007 5.701
-19.598 -14.770 -5.392 5.000 -5.972 -7.042 14.264 19.097 5.692
-19.602 -14.668 -5.385 5.000 -5.980 -7.150 14.143 19.183 5.685
-19.604 -14.569 -5.378 5.000 -5.987 -7.262 14.019 19.264 5.678
-19.603 -14.474 -5.373 5.000 -5.993 -7.379 13.891 19.340 5.673
-19.599 -14.382 -5.370 5.000 -5.998 -7.500 13.760 19.411 5.670
-19.593 -14.295 -5.368 5.000 -6.002 -7.624 13.627 19.478 5.668
-19.583 -14.211 -5.367 5.000 -6.005 -7.753 13.491 19.539 5.667
-19.571 -14.131 -5.368 5.000 -6.006 -7.885 13.352 19.596 5.668
-19.556 -14.056 -5.370 5.000 -6.007 -8.021 13.211 19.647 5.670
-19.538 -13.984 -5.373 5.000 -6.007 -8.159 13.067 19.694 5.674
-19.517 -13.917 -5.376 5.000 -6.007 -8.301 12.920 19.736 5.681
-19.495 -13.854 -5.379 5.000 -6.007 -8.444 12.772 19.774 5.690
-19.470 -13.795 -5.382 5.000 -6.007 -8.590 12.621 19.808 5.701
-19.443 -13.741 -5.385 5.000 -6.007 -8.738 12.468 19.837 5.714
-19.413 -13.691 -5.388 5.000 -6.007 -8.888 12.313 19.862 5.730
-19.381 -13.646 -5.391 5.000 -6.008 -9.039 12.157 19.883 5.748
-19.347 -13.604 -5.394 5.000 -6.008 -9.192 11.999 19.900 5.769
-19.310 -13.567 -5.397 5.000 -6.008 -9.346 11.841 19.912 5.792
-19.270 -13.534 -5.400 5.000 -6.008 -9.501 11.681 19.920 5.818
-19.229 -13.505 -5.403 5.000 -6.008 -9.657 11.520 19.924 5.846
-19.184 -13.480 -5.406 5.000 -6.008 -9.814 11.359 19.924 5.876
-19.137 -13.459 -5.409 5.000 -6.009 -9.971 11.197 19.920 5.910
-19.088 -13.442 -5.412 5.000 -6.009 -10.128 11.035 19.912 5.945
-19.035 -13.429 -5.415 5.000 -6.009 -10.285 10.873 19.901 5.984
-18.981 -13.420 -5.418 5.000 -6.009 -10.442 10.712 19.885 6.025
-18.924 -13.414 -5.421 5.000 -6.009 -10.598 10.550 19.866 6.068
-18.864 -13.412 -5.424 5.000 -6.010 -10.754 10.390 19.844 6.114
-18.801 -13.414 -5.426 5.000 -6.010 -10.909 10.230 19.817 6.163
-18.736 -13.418 -5.429 5.000 -6.010 -11.063 10.071 19.788 6.214
-18.668 -13.427 -5.432 5.000 -6.010 -11.216 9.914 19.755 6.268
-18.598 -13.438 -5.435 5.000 -6.010 -11.367 9.758 19.719 6.325
-18.525 -13.452 -5.438 5.000 -6.011 -11.517 9.604 19.680 6.384
-18.449 -13.470 -5.441 5.000 -6.011 -11.665 9.451 19.637 6.446
-18.371 -13.490 -5.444 5.000 -6.011 -11.812 9.300 19.592 6.511
-18.290 -13.514 -5.447 5.000 -6.011 -11.955 9.152 19.545 6.578
-18.206 -13.540 -5.450 5.000 -6.012 -12.097 9.006 19.494 6.648
-18.120 -13.568 -5.453 5.000 -6.012 -12.236 8.862 19.441 6.721
-18.031 -13.599 -5.456 5.000 -6.012 -12.372 8.722 19.385 6.796
-17.939 -13.632 -5.459 5.000 -6.013 -12.506 8.584 19.327 6.873
-17.845 -13.668 -5.462 5.000 -6.013 -12.636 8.449 19.267 6.954
-17.749 -13.706 -5.465 5.000 -6.013 -12.763 8.317 19.205 7.037
-17.650 -13.745 -5.467 5.000 -6.014 -12.887 8.189 19.141 7.122
-17.548 -13.787 -5.470 5.000 -6.014 -13.008 8.064 19.075 7.210
-17.444 -13.830 -5.473 5.000 -6.014 -13.124 7.943 19.007 7.300
-17.337 -13.875 -5.476 5.000 -6.015 -13.237 7.826 18.938 7.393
-17.228 -13.921 -5.479 5.000 -6.015 -13.346 7.713 18.867 7.489
-17.117 -13.969 -5.482 5.000 -6.015 -13.451 7.604 18.794 7.586
-17.003 -14.018 -5.485 5.000 -6.016 -13.552 7.499 18.721 7.686
-16.887 -14.068 -5.488 5.000 -6.016 -13.648 7.398 18.646 7.789
-16.768 -14.119 -5.491 5.000 -6.016 -13.740 7.302 18.571 7.894
-16.648 -14.171 -5.494 5.000 -6.017 -13.828 7.210 18.495 8.001
-16.525 -14.224 -5.496 5.000 -6.017 -13.911 7.123 18.418 8.110
-16.400 -14.277 -5.499 5.000 -6.018 -13.989 7.041 18.340 8.221
-16.273 -14.331 -5.502 5.000 -6.018 -14.062 6.964 18.262 8.334
-16.143 -14.385 -5.505 5.000 -6.018 -14.131 6.891 18.183 8.450
-16.012 -14.440 -5.508 5.000 -6.019 -14.194 6.823 18.104 8.567
-15.879 -14.494 -5.511 5.000 -6.019 -14.253 6.761 18.025 8.687
-15.744 -14.549 -5.514 5.000 -6.020 -14.307 6.703 17.946 8.808
-15.608 -14.603 -5.516 5.000 -6.020 -14.355 6.651 17.868 8.931
